i2w209c48eh-000,64,16+18+30:m0
i30w225c36ce-000,64,15+19+30:m0
i30w227c3ehj-000,64,16+15+33:m0
i30w235c3bcf-000,64,15+17+32:m0
i44w205c37eg-000,64,18+15+31:m0
i47w223c34dg-000,64,18+16+30:m0
i4w199c347g-000,64,17+16+31:m0
i5w203c356f-000,64,17+17+30:m0
i63w207c349j-000,64,15+18+31:m0
i8w209c235i-000,64,17+16+31:m0
i106w199c34ef-000,65,19+16+30:m0
i106w201c346d-000,65,19+15+31:m0
i106w203c349i-000,65,18+17+30:m0
i106w203c39aj-000,65,17+18+30:m0
i107w197c23ci-000,65,16+16+33:m0
i107w199c346d-001,65,17+15+33:m0
i107w199c389h-000,65,15+18+32:m0
i107w199c389h-001,65,16+16+33:m0
i107w201c23ci-000,65,18+18+29:m0
i107w203c356e-001,65,17+18+30:m0
i108w205c23ci-001,65,18+17+30:m0
i108w205c367g-000,65,18+17+30:m0
i109w195c347g-000,65,17+17+31:m0
i109w197c23ci-000,65,15+17+33:m0
i109w199c236f-000,65,17+16+32:m0
i109w199c238h-000,65,19+16+30:m1
i109w201c23ci-000,65,19+16+30:m0
i109w201c35eh-001,65,20+16+29:m1
i109w201c48ah-000,65,17+17+31:m1
i10w199c48ah-000,65,16+18+31:m0
i10w203c236f-000,65,16+17+32:m0
i10w203c356e-000,65,18+18+29:m0
i10w203c48ae-000,65,16+17+32:m0
i10w211c247g-001,65,17+17+31:m1
i10w211c34aj-000,65,16+17+32:m0
i110w197c467f-000,65,17+18+30:m0
i110w199c23ci-001,65,17+16+32:m0
i110w199c346d-000,65,17+18+30:m0
i110w199c347g-000,65,19+16+30:m0
i110w199c349i-001,65,19+16+30:m0
i110w199c349i-002,65,16+19+30:m0
i110w199c356e-000,65,18+17+30:m0
i110w199c367g-000,65,19+16+30:m0
i110w201c28aj-002,65,16+18+31:m1
i110w201c34aj-001,65,19+17+29:m0
i110w201c367g-000,65,19+15+31:m0
i110w201c389h-000,65,16+19+30:m0
i110w203c346f-000,65,18+16+31:m1
i110w203c347e-000,65,17+15+33:m0
i110w205c35eg-000,65,19+16+30:m0
i110w207c239i-000,65,17+18+30:m0
i110w207c48hi-000,65,18+17+30:m0
i112w205c235e-000,65,17+18+30:m0
i112w205c238h-000,65,16+18+31:m1
i113w197c347e-000,65,16+17+32:m0
i113w199c23ci-000,65,16+17+32:m0
i113w199c247g-000,65,17+17+31:m1
i113w199c349i-000,65,16+17+32:m0
i113w199c34ci-000,65,18+16+31:m0
i113w199c356e-000,65,17+17+31:m0
i113w199c367g-000,65,18+17+30:m0
i113w199c48ae-000,65,18+17+30:m0
i113w199c48eh-000,65,18+17+30:m1
i113w201c236f-000,65,19+17+29:m0
i113w201c346d-000,65,19+15+31:m0
i113w201c36cd-001,65,17+19+29:m0
i113w201c389h-000,65,15+19+31:m0
